Date,Time,10cm_1,15cm_1,20cm_1,30cm_1,40cm_1,50cm_1,60cm_1,70cm_1,10cm_2,15cm_2,20cm_2,30cm_2,40cm_2,50cm_2,60cm_2,70cm_2
2021/7/7,11.5,20,17.5,15,15,15.5,15.5,15,15,18.5,17,15,15,15.5,15.5,15,15
2021/7/7,12,21.5,18.5,16,15,15.5,15.5,15,15,20,18,15.5,15,15.5,15.5,15,15
2021/7/7,12.5,22.5,19.5,16.5,15,15.5,15.5,15,15,21,19,16.5,15,15.5,15,15,15
2021/7/7,13,23.5,20.5,17,15.5,15.5,15.5,15,15,22,20,17,15.5,15.5,15,15,15
2021/7/7,13.5,24.5,21,17.5,15.5,15.5,15.5,15,15,23,20.5,17.5,15.5,15.5,15,15,15
2021/7/7,14,25.5,22,18.5,16,15.5,15.5,15,15,24,21.5,18.5,16,15.5,15,15,15
2021/7/7,14.5,26,22.5,19,16,15.5,15.5,15,15,24.5,22.5,19,16,15.5,15,15,15
2021/7/7,15,26.5,23.5,19.5,16.5,15.5,15.5,15,15,25.5,23,19.5,16.5,16,15,15,15
2021/7/7,15.5,27,23.5,20,17,15.5,15.5,15,14.5,26,23.5,20,17,16,15,15,15
2021/7/7,16,27,24,20.5,17.5,16,15.5,15,14.5,26.5,24,20.5,17,16,15,15,15
2021/7/7,16.5,27.5,24.5,21,17.5,16,15.5,15,14.5,26.5,24.5,21,17.5,16,15.5,15,15
2021/7/7,17,27.5,24.5,21.5,18,16,15.5,15,14.5,27,25,21.5,18,16.5,15.5,15,15
2021/7/7,17.5,27.5,24.5,22,18.5,16.5,15.5,15,14.5,27,25,22,18,16.5,15.5,15,15
2021/7/7,18,27,24.5,22,18.5,16.5,15.5,15,14.5,26.5,25,22,18.5,16.5,15.5,15,15
2021/7/7,18.5,27,24.5,22,19,17,15.5,15,14.5,26.5,25,22.5,19,17,15.5,15,15
2021/7/7,19,26.5,24.5,22.5,19,17,16,15,14.5,26,25,22.5,19,17,15.5,15,15
2021/7/7,19.5,26,24,22.5,19.5,17,16,15,14.5,25.5,24.5,22.5,19,17,15.5,15,15
2021/7/7,20,25,24,22.5,19.5,17.5,16,15,14.5,24.5,24.5,22.5,19.5,17.5,16,15,15
2021/7/7,20.5,24.5,23.5,22.5,19.5,17.5,16,15,14.5,24,24,22.5,19.5,17.5,16,15,15
2021/7/7,21,23.5,23,22,20,17.5,16,15,14.5,23,23,22,19.5,17.5,16,15,15
2021/7/7,21.5,22.5,22.5,22,20,18,16.5,15,14.5,22,22.5,22,19.5,17.5,16,15,15
2021/7/7,22,22,21.5,21.5,20,18,16.5,15,14.5,21,22,21.5,19.5,18,16,15,15
2021/7/7,22.5,21,21,21,20,18,16.5,15.5,15,20.5,21.5,21,19.5,18,16,15,15
2021/7/7,23,20.5,20.5,21,19.5,18,16.5,15.5,15,20,21,21,19.5,18,16.5,15,15
2021/7/7,23.5,19.5,20,20.5,19.5,18,16.5,15.5,15,19.5,20.5,20.5,19.5,18,16.5,15,15
2021/7/8,0,19,19.5,20,19.5,18,16.5,15.5,15,19,20,20,19.5,18,16.5,15.5,15
2021/7/8,0.5,18.5,19,20,19.5,18,16.5,15.5,15,18.5,19.5,20,19,18,16.5,15.5,15
2021/7/8,1,18,19,19.5,19,18,16.5,15.5,15,18,19,19.5,19,18,16.5,15.5,15
2021/7/8,1.5,18,18.5,19,19,18,17,15.5,15,17.5,18.5,19,19,18,16.5,15.5,15
2021/7/8,2,17.5,18,19,19,18,17,15.5,15,17,18.5,19,18.5,18,16.5,15.5,15
2021/7/8,2.5,17,17.5,18.5,18.5,18,17,15.5,15,17,18,18.5,18.5,18,16.5,15.5,15
2021/7/8,3,16.5,17.5,18.5,18.5,18,17,15.5,15,16.5,17.5,18.5,18.5,18,16.5,15.5,15
2021/7/8,3.5,16.5,17,18,18.5,18,17,15.5,15,16,17.5,18,18.5,18,16.5,15.5,15.5
2021/7/8,4,16,17,18,18,17.5,17,15.5,15,16,17,18,18,18,16.5,15.5,15.5
2021/7/8,4.5,15.5,16.5,17.5,18,17.5,17,15.5,15,15.5,17,17.5,18,17.5,16.5,15.5,15.5
2021/7/8,5,15.5,16,17.5,18,17.5,17,15.5,15,15.5,16.5,17.5,18,17.5,16.5,15.5,15.5
2021/7/8,5.5,15,16,17,17.5,17.5,17,15.5,15,15,16.5,17,17.5,17.5,16.5,15.5,15.5
2021/7/8,6,15,15.5,17,17.5,17.5,16.5,15.5,15,14.5,16,17,17.5,17.5,16.5,15.5,15.5
2021/7/8,6.5,14.5,15.5,16.5,17.5,17.5,16.5,15.5,15,14.5,16,17,17.5,17.5,16.5,15.5,15.5
2021/7/8,7,14.5,15,16.5,17.5,17.5,16.5,15.5,15,14,15.5,16.5,17,17.5,16.5,15.5,15.5
2021/7/8,7.5,14,15,16.5,17,17,16.5,15.5,15,14,15.5,16.5,17,17.5,16.5,15.5,15.5
2021/7/8,8,14,15,16,17,17,16.5,15.5,15,14,15,16,17,17,16.5,15.5,15.5
2021/7/8,8.5,14.5,15,16,17,17,16.5,15.5,15,14,15,16,17,17,16.5,15.5,15.5
2021/7/8,9,15.5,15,16,16.5,17,16.5,15.5,15,14.5,15,16,16.5,17,16.5,15.5,15.5
2021/7/8,9.5,16.5,15.5,16,16.5,17,16.5,15.5,15,15,15.5,16,16.5,17,16,15.5,15.5
2021/7/8,10,17.5,16.5,16,16.5,16.5,16.5,15.5,15,16,16,16,16.5,17,16,15.5,15.5
2021/7/8,10.5,19,17,16.5,16.5,16.5,16.5,15.5,15,17,16.5,16,16.5,17,16,15.5,15.5
2021/7/8,11,20,18,16.5,16.5,16.5,16.5,15.5,15,18,17.5,16.5,16.5,17,16,15.5,15.5
2021/7/8,11.5,21,18.5,17,16.5,16.5,16.5,15.5,15,19,18,17,16.5,16.5,16,15.5,15.5
2021/7/8,12,22,19.5,17.5,16.5,16.5,16.5,15.5,15,20.5,19,17.5,16.5,16.5,16,15.5,15.5
2021/7/8,12.5,23,20.5,18,16.5,16.5,16.5,15.5,15,21.5,19.5,18,16.5,16.5,16,15.5,15.5
2021/7/8,13,24,21,18.5,17,16.5,16,15.5,15,22,20.5,18.5,16.5,16.5,16,15.5,15.5
2021/7/8,13.5,25,22,19,17,16.5,16,15.5,15,23,21,19,17,16.5,16,15.5,15.5
2021/7/8,14,25.5,22.5,19.5,17,16.5,16,15.5,15,24,22,19.5,17,16.5,16,15.5,15.5
2021/7/8,14.5,26.5,23,20,17.5,16.5,16,15.5,15,24.5,22.5,20,17.5,16.5,16,15.5,15.5
2021/7/8,15,27,23.5,20.5,17.5,16.5,16,15.5,15,25,23.5,20.5,17.5,17,16,15.5,15.5
2021/7/8,15.5,27,24,21,18,17,16,15.5,15,25.5,24,21,18,17,16,15.5,15.5
2021/7/8,16,27,24,21.5,18.5,17,16,15.5,15,25.5,24,21,18,17,16,15.5,15.5
2021/7/8,16.5,26.5,24,21.5,18.5,17,16,15.5,15,25.5,24,21.5,18.5,17,16,15.5,15.5
2021/7/8,17,26,24,21.5,19,17,16.5,15.5,15,25,24,22,19,17,16,15.5,15.5
2021/7/8,17.5,25.5,24,22,19,17.5,16.5,15.5,15,25,24,22,19,17.5,16,15.5,15.5
2021/7/8,18,25,23.5,22,19,17.5,16.5,15.5,15,24.5,24,22,19,17.5,16,15.5,15.5
2021/7/8,18.5,25,23.5,22,19.5,17.5,16.5,15.5,15,24.5,23.5,22,19.5,17.5,16.5,15.5,15.5
2021/7/8,19,24.5,23,22,19.5,17.5,16.5,15.5,15,24,23.5,22,19.5,17.5,16.5,15.5,15.5
2021/7/8,19.5,24,23,22,19.5,18,16.5,15.5,15,23.5,23,22,19.5,18,16.5,15.5,15.5
2021/7/8,20,23,22.5,21.5,19.5,18,16.5,15.5,15,22.5,23,21.5,19.5,18,16.5,15.5,15.5
2021/7/8,20.5,22.5,22,21.5,19.5,18,16.5,15.5,15,22,22.5,21.5,19.5,18,16.5,15.5,15.5
2021/7/8,21,22,21.5,21.5,19.5,18,17,15.5,15,21.5,22,21.5,19.5,18,16.5,15.5,15.5
2021/7/8,21.5,21.5,21,21,19.5,18,17,15.5,15,21,21.5,21,19.5,18,16.5,15.5,15.5
2021/7/8,22,20.5,21,21,19.5,18,17,16,15,20.5,21,21,19.5,18,16.5,15.5,15.5
2021/7/8,22.5,20,20.5,20.5,19.5,18,17,16,15,20,20.5,20.5,19.5,18,16.5,15.5,15.5
2021/7/8,23,19.5,20,20.5,19.5,18,17,16,15,19.5,20.5,20.5,19.5,18,17,15.5,15.5
2021/7/8,23.5,19.5,19.5,20,19.5,18,17,16,15,19,20,20,19.5,18,17,15.5,15.5
2021/7/9,0,19,19.5,19.5,19.5,18,17,16,15.5,18.5,19.5,20,19,18,17,16,15.5
2021/7/9,0.5,18.5,19,19.5,19,18,17,16,15.5,18.5,19.5,19.5,19,18,17,16,15.5
2021/7/9,1,18,18.5,19.5,19,18,17,16,15.5,18,19,19.5,19,18,17,16,15.5
2021/7/9,1.5,18,18.5,19,19,18,17,16,15.5,17.5,18.5,19,19,18,17,16,15.5
2021/7/9,2,17.5,18,19,19,18,17,16,15.5,17.5,18.5,19,18.5,18,17,16,15.5
2021/7/9,2.5,17.5,18,18.5,18.5,18,17,16,15.5,17,18,18.5,18.5,18,17,16,15.5
2021/7/9,3,17,17.5,18.5,18.5,18,17,16,15.5,17,18,18.5,18.5,18,17,16,15.5
2021/7/9,3.5,17,17.5,18,18.5,18,17,16,15.5,16.5,17.5,18.5,18.5,18,17,16,15.5
2021/7/9,4,16.5,17,18,18,18,17,16,15.5,16.5,17.5,18,18,18,17,16,15.5
2021/7/9,4.5,16.5,17,18,18,18,17,16,15.5,16,17.5,18,18,18,17,16,15.5
2021/7/9,5,16,16.5,17.5,18,17.5,17,16,15.5,16,17,17.5,18,18,17,16,15.5
2021/7/9,5.5,16,16.5,17.5,18,17.5,17,16,15.5,16,17,17.5,18,18,17,16,15.5
2021/7/9,6,15.5,16.5,17.5,18,17.5,17,16,15.5,15.5,16.5,17.5,17.5,17.5,17,16,15.5
2021/7/9,6.5,15.5,16,17,17.5,17.5,17,16,15.5,15.5,16.5,17,17.5,17.5,17,16,15.5
2021/7/9,7,15.5,16,17,17.5,17.5,17,16,15.5,15.5,16.5,17,17.5,17.5,17,16,15.5
2021/7/9,7.5,15.5,16,17,17.5,17.5,17,16,15.5,15,16,17,17.5,17.5,16.5,16,15.5
2021/7/9,8,15.5,16,16.5,17.5,17.5,17,16,15.5,15,16,17,17.5,17.5,16.5,16,16
2021/7/9,8.5,15.5,16,16.5,17,17.5,17,16,15.5,15,16,16.5,17,17.5,16.5,16,16
2021/7/9,9,16,16,16.5,17,17,17,16,15.5,15.5,16,16.5,17,17.5,16.5,16,16
2021/7/9,9.5,16.5,16,16.5,17,17,17,16,15.5,15.5,16,16.5,17,17.5,16.5,16,16
2021/7/9,10,16.5,16.5,16.5,17,17,16.5,16,15.5,16,16.5,16.5,17,17,16.5,16,15.5
2021/7/9,10.5,17,16.5,16.5,17,17,16.5,16,15.5,16.5,16.5,16.5,17,17,16.5,16,16
2021/7/9,11,17.5,17,17,17,17,16.5,16,15.5,17,17,17,17,17,16.5,16,15.5
2021/7/9,11.5,18.5,17,17,17,17,16.5,16,15.5,17.5,17,17,17,17,16.5,16,15.5
2021/7/9,12,19,17.5,17,17,17,16.5,16,15.5,18,17.5,17,17,17,16.5,16,15.5
2021/7/9,12.5,20,18.5,17.5,17,17,16.5,16,15.5,18.5,18,17.5,17,17,16.5,16,15.5
2021/7/9,13,20.5,19,17.5,17,17,16.5,16,15.5,19.5,18.5,17.5,17,17,16.5,16,15.5
2021/7/9,13.5,21,19,18,17,17,16.5,16,15.5,20,19,18,17,17,16.5,16,15.5
2021/7/9,14,21.5,19.5,18,17,17,16.5,16,15.5,20.5,19.5,18,17,17,16.5,16,15.5
2021/7/9,14.5,21.5,20,18.5,17.5,17,16.5,15.5,15.5,20.5,20,18.5,17,17,16.5,16,15.5
2021/7/9,15,21,20,18.5,17.5,17,16.5,15.5,15.5,20.5,20,19,17.5,17,16.5,16,15.5
2021/7/9,15.5,20.5,19.5,19,17.5,17,16.5,15.5,15.5,20,20,19,17.5,17,16.5,15.5,15.5
2021/7/9,16,20,19.5,19,17.5,17,16.5,15.5,15.5,19.5,19.5,19,17.5,17,16.5,15.5,15.5
2021/7/9,16.5,19.5,19,19,17.5,17,16.5,15.5,15.5,19,19.5,19,17.5,17,16.5,15.5,15.5
2021/7/9,17,19,18.5,18.5,18,17,16.5,15.5,15.5,18.5,19,18.5,17.5,17,16.5,15.5,15.5
2021/7/9,17.5,18.5,18.5,18.5,18,17,16.5,15.5,15.5,18,18.5,18.5,18,17,16.5,15.5,15.5
2021/7/9,18,18,18,18.5,18,17,16.5,15.5,15.5,17.5,18.5,18.5,17.5,17.5,16.5,15.5,15.5
2021/7/9,18.5,17.5,18,18,17.5,17,16.5,15.5,15.5,17.5,18,18,17.5,17.5,16.5,15.5,15.5
2021/7/9,19,17.5,17.5,18,17.5,17,16.5,15.5,15.5,17,18,18,17.5,17.5,16.5,15.5,15.5
2021/7/9,19.5,17,17.5,18,17.5,17,16.5,15.5,15.5,16.5,17.5,18,17.5,17.5,16.5,15.5,15.5
2021/7/9,20,16.5,17,17.5,17.5,17,16.5,15.5,15.5,16.5,17.5,17.5,17.5,17.5,16.5,15.5,15.5
2021/7/9,20.5,16.5,17,17.5,17.5,17,16.5,15.5,15.5,16,17,17.5,17.5,17.5,16.5,15.5,15.5
2021/7/9,21,16,16.5,17.5,17.5,17,16.5,16,15.5,15.5,16.5,17,17.5,17,16.5,15.5,15.5
2021/7/9,21.5,16,16.5,17,17.5,17,16.5,15.5,15.5,15.5,16.5,17,17.5,17,16.5,15.5,15.5
2021/7/9,22,15.5,16,17,17,17,16.5,15.5,15.5,15,16,17,17,17,16.5,16,15.5
2021/7/9,22.5,15,16,17,17,17,16.5,16,15.5,15,16,16.5,17,17,16.5,16,15.5
2021/7/9,23,15,15.5,16.5,17,17,16.5,15.5,15.5,14.5,15.5,16.5,17,17,16.5,15.5,15.5
2021/7/9,23.5,15,15.5,16.5,17,17,16.5,15.5,15.5,14.5,15.5,16.5,17,17,16.5,15.5,15.5
2021/7/10,0,14.5,15.5,16.5,17,17,16.5,15.5,15.5,14.5,15.5,16,16.5,17,16.5,15.5,15.5
2021/7/10,0.5,14.5,15,16,16.5,17,16.5,15.5,15.5,14,15,16,16.5,17,16.5,15.5,15.5
2021/7/10,1,14.5,15,16,16.5,16.5,16.5,15.5,15.5,14,15,16,16.5,17,16.5,15.5,15.5
2021/7/10,1.5,14,15,16,16.5,16.5,16.5,15.5,15.5,14,15,15.5,16.5,17,16,15.5,15.5
2021/7/10,2,14,14.5,16,16.5,16.5,16.5,15.5,15.5,13.5,14.5,15.5,16.5,17,16,15.5,15.5
2021/7/10,2.5,14,14.5,15.5,16.5,16.5,16.5,15.5,15.5,13.5,14.5,15.5,16,16.5,16,15.5,15.5
2021/7/10,3,14,14.5,15.5,16,16.5,16.5,15.5,15.5,13.5,14.5,15.5,16,16.5,16,15.5,15.5
2021/7/10,3.5,13.5,14.5,15.5,16,16.5,16.5,15.5,15.5,13.5,14.5,15,16,16.5,16,15.5,15.5
2021/7/10,4,13.5,14.5,15.5,16,16.5,16.5,15.5,15.5,13,14.5,15,16,16.5,16,15.5,15.5
2021/7/10,4.5,13.5,14,15,16,16.5,16,15.5,15.5,13,14,15,16,16.5,16,15.5,15.5
2021/7/10,5,13.5,14,15,16,16,16,15.5,15.5,13,14,15,16,16.5,16,15.5,15.5
2021/7/10,5.5,13.5,14,15,16,16,16,15.5,15.5,13,14,15,15.5,16.5,16,15.5,15.5
2021/7/10,6,13,14,15,15.5,16,16,15.5,15.5,13,14,14.5,15.5,16.5,16,15.5,15.5
2021/7/10,6.5,13,14,15,15.5,16,16,15.5,15.5,12.5,14,14.5,15.5,16.5,16,15.5,15.5
2021/7/10,7,13,13.5,14.5,15.5,16,16,15.5,15.5,12.5,13.5,14.5,15.5,16,16,15.5,15.5
2021/7/10,7.5,13,13.5,14.5,15.5,16,16,15.5,15.5,12.5,13.5,14.5,15.5,16,16,15.5,15.5
2021/7/10,8,13,13.5,14.5,15.5,16,16,15.5,15.5,12.5,13.5,14.5,15.5,16,15.5,15.5,15.5
2021/7/10,8.5,13,13.5,14.5,15.5,16,16,15.5,15.5,12.5,13.5,14.5,15,16,15.5,15.5,15.5
2021/7/10,9,13.5,13.5,14.5,15,15.5,16,15.5,15.5,13,13.5,14.5,15,16,15.5,15.5,15.5
2021/7/10,9.5,13.5,13.5,14.5,15,15.5,16,15.5,15.5,13,14,14.5,15,16,15.5,15.5,15.5
2021/7/10,10,14,14,14.5,15,15.5,16,15.5,15.5,13.5,14,14.5,15,16,15.5,15.5,15.5
2021/7/10,10.5,14.5,14,14.5,15,15.5,16,15.5,15,14,14,14.5,15,16,15.5,15.5,15.5
2021/7/10,11,15,14.5,14.5,15,15.5,15.5,15.5,15,14.5,14.5,14.5,15,16,15.5,15.5,15.5
2021/7/10,11.5,15.5,15,15,15,15.5,15.5,15,15,14.5,15,14.5,15,15.5,15.5,15.5,15.5
2021/7/10,12,15,15,15,15,15.5,15.5,15,15,14.5,15,15,15,15.5,15.5,15.5,15.5
2021/7/10,12.5,13.5,14.5,15,15,15.5,15.5,15,15,13.5,14.5,15,15,15.5,15.5,15,15.5
2021/7/10,13,13.5,14,15,15,15.5,15.5,15,15,13,14,14.5,15,15.5,15.5,15,15.5
2021/7/10,13.5,13,13.5,14.5,15,15.5,15.5,15,15,13,14,14.5,15,15.5,15.5,15,15.5
2021/7/10,14,13.5,13.5,14.5,15,15.5,15.5,15,15,13.5,14,14.5,15,15.5,15.5,15,15.5
2021/7/10,14.5,14.5,14,14.5,15,15.5,15.5,15,15,14,14,14.5,15,15.5,15.5,15,15.5
2021/7/10,15,15,14.5,14.5,15,15.5,15.5,15,15,14.5,14.5,14.5,15,15.5,15.5,15,15.5
2021/7/10,15.5,16,15,14.5,15,15.5,15.5,15,15,15,15,14.5,15,15.5,15.5,15,15.5
2021/7/10,16,16,15,15,15,15.5,15.5,15,15,15.5,15,15,15,15.5,15,15,15.5
2021/7/10,16.5,16.5,15.5,15,15,15.5,15.5,15,15,16,15.5,15,15,15.5,15,15,15
2021/7/10,17,17,16,15,15,15.5,15.5,15,15,17,16,15,15,15.5,15,15,15
2021/7/10,17.5,18,16.5,15.5,15,15.5,15.5,15,15,17.5,16.5,15.5,15,15.5,15,15,15
2021/7/10,18,18,17,16,15,15.5,15.5,15,15,17.5,17,16,15,15.5,15,15,15
2021/7/10,18.5,17.5,17,16,15.5,15.5,15.5,15,15,17,17,16,15.5,15.5,15,15,15
2021/7/10,19,17,16.5,16,15.5,15.5,15.5,15,15,17,17,16,15.5,15.5,15,15,15
2021/7/10,19.5,16.5,16.5,16,15.5,15.5,15.5,15,15,16,16.5,16,15.5,15.5,15,15,15
2021/7/10,20,16,16,16,15.5,15.5,15.5,15,15,16,16.5,16,15.5,15.5,15,15,15
2021/7/10,20.5,15.5,15.5,16,15.5,15.5,15.5,15,15,15,16,16,15.5,15.5,15,15,15
2021/7/10,21,14.5,15.5,16,15.5,15.5,15.5,15,15,14.5,15.5,16,15.5,15.5,15,15,15
2021/7/10,21.5,14,15,15.5,15.5,15.5,15.5,15,15,13.5,15,15.5,15.5,15.5,15,15,15
2021/7/10,22,13.5,14.5,15.5,15.5,15.5,15.5,15,15,13,14.5,15.5,15.5,15.5,15,15,15
2021/7/10,22.5,13,14,15,15.5,15.5,15.5,15,15,13,14,15,15.5,15.5,15,15,15
2021/7/10,23,13,13.5,15,15.5,15.5,15.5,15,15,12.5,14,15,15.5,15.5,15,15,15
2021/7/10,23.5,12.5,13.5,14.5,15.5,15.5,15.5,15,15,12.5,13.5,14.5,15.5,15.5,15,15,15
2021/7/11,0,12.5,13,14.5,15.5,15.5,15.5,15,15,12,13.5,14.5,15.5,15.5,15,15,15
2021/7/11,0.5,12,13,14.5,15,15.5,15.5,15,15,12,13.5,14.5,15,15.5,15,15,15
2021/7/11,1,11.5,12.5,14,15,15.5,15.5,15,15,11.5,13,14,15,15.5,15,15,15
2021/7/11,1.5,11,12.5,14,15,15.5,15.5,15,15,11,12.5,14,15,15.5,15,15,15
2021/7/11,2,11,12,13.5,15,15.5,15.5,15,15,10.5,12.5,13.5,15,15.5,15,15,15
2021/7/11,2.5,10.5,11.5,13.5,14.5,15,15.5,15,15,10.5,12,13.5,14.5,15.5,15,15,15
2021/7/11,3,10,11.5,13.5,14.5,15,15.5,15,15,10,12,13.5,14.5,15.5,15,15,15
2021/7/11,3.5,10,11,13,14.5,15,15,15,15,9.5,11.5,13,14.5,15.5,15,15,15
2021/7/11,4,9.5,11,13,14,15,15,14.5,15,9.5,11.5,13,14.5,15.5,15,15,15
2021/7/11,4.5,9.5,10.5,12.5,14,15,15,14.5,15,9,11,12.5,14,15,15,15,15
2021/7/11,5,9,10.5,12.5,14,15,15,14.5,15,9,11,12.5,14,15,15,15,15
2021/7/11,5.5,9,10,12,14,15,15,14.5,15,8.5,10.5,12,14,15,15,14.5,15
2021/7/11,6,8.5,10,12,13.5,14.5,15,14.5,15,8.5,10.5,12,14,15,15,14.5,15
2021/7/11,6.5,8.5,10,12,13.5,14.5,15,14.5,15,8.5,10,12,13.5,15,15,14.5,15
2021/7/11,7,8.5,9.5,11.5,13.5,14.5,15,14.5,14.5,8.5,10,11.5,13.5,15,14.5,14.5,15
2021/7/11,7.5,8.5,9.5,11.5,13.5,14.5,15,14.5,14.5,8.5,10,11.5,13.5,15,14.5,14.5,15
2021/7/11,8,9,10,11.5,13,14.5,15,14.5,14.5,9,10,11.5,13.5,14.5,14.5,14.5,15
2021/7/11,8.5,10,10,11.5,13,14,15,14.5,14.5,9.5,10.5,11.5,13,14.5,14.5,14.5,15
2021/7/11,9,11,10.5,11.5,13,14,14.5,14.5,14.5,10,10.5,11.5,13,14.5,14.5,14.5,15
2021/7/11,9.5,12.5,11.5,11.5,13,14,14.5,14.5,14.5,11.5,11.5,11.5,13,14.5,14.5,14.5,15
2021/7/11,10,14.5,12.5,12,13,14,14.5,14.5,14.5,13,12,12,13,14.5,14.5,14.5,15
2021/7/11,10.5,16,13.5,12.5,13,14,14.5,14.5,14.5,14.5,13,12.5,13,14.5,14.5,14.5,15
2021/7/11,11,17,14.5,13,13,14,14.5,14.5,14.5,15.5,14,13,13,14.5,14.5,14.5,14.5
2021/7/11,11.5,18,15.5,13.5,13,14,14.5,14.5,14.5,17,15,13.5,13,14,14.5,14.5,14.5
2021/7/11,12,19.5,16.5,14,13,14,14.5,14,14.5,18,16,14,13.5,14,14,14.5,14.5
2021/7/11,12.5,20.5,17.5,14.5,13.5,14,14.5,14,14.5,19.5,17,14.5,13.5,14,14,14.5,14.5
2021/7/11,13,21.5,18.5,15,13.5,14,14.5,14,14.5,20.5,18,15,13.5,14,14,14.5,14.5
2021/7/11,13.5,22.5,19,16,14,14,14.5,14,14.5,22,19,16,14,14.5,14,14,14.5
2021/7/11,14,23,20,16.5,14,14,14.5,14,14.5,23,20,16.5,14.5,14.5,14,14,14.5
2021/7/11,14.5,24,20.5,17,14.5,14,14.5,14,14.5,23.5,21,17.5,14.5,14.5,14,14,14.5
2021/7/11,15,24.5,21,17.5,15,14,14.5,14,14.5,24.5,21.5,18,15,14.5,14,14,14.5
2021/7/11,15.5,25,21.5,18,15,14.5,14.5,14,14.5,25,22.5,18.5,15.5,14.5,14,14,14.5
2021/7/11,16,25,22,18.5,15.5,14.5,14.5,14,14.5,25.5,23,19,15.5,15,14,14,14.5
2021/7/11,16.5,25,22,19,16,14.5,14.5,14,14.5,25.5,23,19.5,16,15,14.5,14,14.5
2021/7/11,17,24.5,22,19.5,16.5,15,14.5,14,14.5,25,23.5,20,16.5,15,14.5,14,14.5
2021/7/11,17.5,24,22,19.5,16.5,15,14.5,14,14.5,24.5,23,20.5,17,15.5,14.5,14,14.5
2021/7/11,18,23.5,22,20,17,15.5,14.5,14,14.5,24,23,20.5,17,15.5,14.5,14,14.5
