DOY,Tb,YEAR,POP,TIME
211,16.73028877,2021,2600m,15
211,16.7313889,2021,2600m,16
211,16.73299774,2021,2600m,17
211,16.73468381,2021,2600m,18
211,16.73604529,2021,2600m,19
211,16.73671813,2021,2600m,20
211,16.73637972,2021,2600m,21
211,16.7347501,2021,2600m,22
211,16.73158975,2021,2600m,23
212,16.59937286,2021,2600m,12
212,16.59613482,2021,2600m,13
212,16.59482859,2021,2600m,14
212,16.59521458,2021,2600m,15
212,16.59697012,2021,2600m,16
212,16.599717,2021,2600m,17
212,16.60305284,2021,2600m,18
212,16.60657905,2021,2600m,19
212,16.6099183,2021,2600m,20
212,16.61272454,2021,2600m,21
212,16.61468998,2021,2600m,22
212,16.61555073,2021,2600m,23
213,16.54494569,2021,2600m,12
213,16.54303853,2021,2600m,13
213,16.54237459,2021,2600m,14
213,16.5427713,2021,2600m,15
213,16.54398714,2021,2600m,16
213,16.54574103,2021,2600m,17
213,16.54773392,2021,2600m,18
213,16.54966957,2021,2600m,19
213,16.55126922,2021,2600m,20
213,16.55227968,2021,2600m,21
213,16.55247656,2021,2600m,22
213,16.55166305,2021,2600m,23
214,16.46381906,2021,2600m,12
214,16.45935461,2021,2600m,13
214,16.45562859,2021,2600m,14
214,16.45243004,2021,2600m,15
214,16.44954002,2021,2600m,16
214,16.44674576,2021,2600m,17
214,16.44384957,2021,2600m,18
214,16.44067472,2021,2600m,19
214,16.43706733,2021,2600m,20
214,16.43289588,2021,2600m,21
214,16.42804896,2021,2600m,22
214,16.42243228,2021,2600m,23
215,16.27735785,2021,2600m,12
215,16.26548406,2021,2600m,13
215,16.25418191,2021,2600m,14
215,16.24326214,2021,2600m,15
215,16.23248541,2021,2600m,16
215,16.22159699,2021,2600m,17
215,16.21035349,2021,2600m,18
215,16.19854206,2021,2600m,19
215,16.18598967,2021,2600m,20
215,16.1725677,2021,2600m,21
215,16.15818483,2021,2600m,22
215,16.14278171,2021,2600m,23
216,15.89295115,2021,2600m,12
216,15.88065778,2021,2600m,13
216,15.87046429,2021,2600m,14
216,15.8620669,2021,2600m,15
216,15.8550812,2021,2600m,16
216,15.84908854,2021,2600m,17
216,15.84366768,2021,2600m,18
216,15.83841839,2021,2600m,19
216,15.83297746,2021,2600m,20
216,15.82702791,2021,2600m,21
216,15.82030265,2021,2600m,22
216,15.81258273,2021,2600m,23
217,15.63715315,2021,2600m,12
217,15.6269586,2021,2600m,13
217,15.61810915,2021,2600m,14
217,15.61040073,2021,2600m,15
217,15.60356811,2021,2600m,16
217,15.59731695,2021,2600m,17
217,15.59135349,2021,2600m,18
217,15.58540917,2021,2600m,19
217,15.57925307,2021,2600m,20
217,15.57269562,2021,2600m,21
217,15.56558692,2021,2600m,22
217,15.55781088,2021,2600m,23
218,15.41097693,2021,2600m,12
218,15.40182679,2021,2600m,13
218,15.39364965,2021,2600m,14
218,15.38634194,2021,2600m,15
218,15.37971047,2021,2600m,16
218,15.37350024,2021,2600m,17
218,15.36742893,2021,2600m,18
218,15.36121647,2021,2600m,19
218,15.35460277,2021,2600m,20
218,15.34735717,2021,2600m,21
218,15.33927727,2021,2600m,22
218,15.33019308,2021,2600m,23
219,15.16423638,2021,2600m,12
219,15.16058299,2021,2600m,13
219,15.15897445,2021,2600m,14
219,15.15903228,2021,2600m,15
219,15.16034127,2021,2600m,16
219,15.16248977,2021,2600m,17
219,15.16509643,2021,2600m,18
219,15.16782745,2021,2600m,19
219,15.17040274,2021,2600m,20
219,15.17259181,2021,2600m,21
219,15.17420539,2021,2600m,22
219,15.17508738,2021,2600m,23
220,15.15373654,2021,2600m,12
220,15.16257529,2021,2600m,13
220,15.17388966,2021,2600m,14
220,15.18716289,2021,2600m,15
220,15.20180365,2021,2600m,16
220,15.21721454,2021,2600m,17
220,15.23283793,2021,2600m,18
220,15.24818212,2021,2600m,19
220,15.2628301,2021,2600m,20
220,15.27643893,2021,2600m,21
220,15.28873551,2021,2600m,22
220,15.29951145,2021,2600m,23
221,15.3245176,2021,2600m,12
221,15.32648634,2021,2600m,13
221,15.32920722,2021,2600m,14
221,15.33247598,2021,2600m,15
221,15.33604443,2021,2600m,16
221,15.33965015,2021,2600m,17
221,15.34303705,2021,2600m,18
221,15.34596673,2021,2600m,19
221,15.34822419,2021,2600m,20
221,15.3496185,2021,2600m,21
221,15.34998533,2021,2600m,22
221,15.34919238,2021,2600m,23
222,15.24850801,2021,2600m,12
222,15.24017505,2021,2600m,13
222,15.23239762,2021,2600m,14
222,15.22502764,2021,2600m,15
222,15.21787533,2021,2600m,16
222,15.21073799,2021,2600m,17
222,15.20342331,2021,2600m,18
222,15.1957624,2021,2600m,19
222,15.18761193,2021,2600m,20
222,15.1788517,2021,2600m,21
222,15.16938146,2021,2600m,22
222,15.15911655,2021,2600m,23
223,15.00579539,2021,2600m,12
223,15.00548359,2021,2600m,13
223,15.00780068,2021,2600m,14
223,15.01236916,2021,2600m,15
223,15.0187143,2021,2600m,16
223,15.02632493,2021,2600m,17
223,15.03470164,2021,2600m,18
223,15.04338769,2021,2600m,19
223,15.05198212,2021,2600m,20
223,15.0601443,2021,2600m,21
223,15.06759579,2021,2600m,22
223,15.07411681,2021,2600m,23
224,15.11677827,2021,2600m,12
224,15.1320449,2021,2600m,13
224,15.15005286,2021,2600m,14
224,15.17021651,2021,2600m,15
224,15.19184794,2021,2600m,16
224,15.21423337,2021,2600m,17
224,15.23668987,2021,2600m,18
224,15.25860119,2021,2600m,19
224,15.27943366,2021,2600m,20
224,15.29873961,2021,2600m,21
224,15.31615632,2021,2600m,22
224,15.33140026,2021,2600m,23
225,15.3959346,2021,2600m,12
225,15.40725576,2021,2600m,13
225,15.420259,2021,2600m,14
225,15.43442756,2021,2600m,15
225,15.44920206,2021,2600m,16
225,15.46402688,2021,2600m,17
225,15.47838459,2021,2600m,18
225,15.49181855,2021,2600m,19
225,15.50394167,2021,2600m,20
225,15.51443639,2021,2600m,21
225,15.52304963,2021,2600m,22
225,15.52958298,2021,2600m,23
226,15.4666733,2021,2600m,12
226,15.46231757,2021,2600m,13
226,15.4590641,2021,2600m,14
226,15.4567665,2021,2600m,15
226,15.45522176,2021,2600m,16
226,15.45419229,2021,2600m,17
226,15.4534314,2021,2600m,18
226,15.45270053,2021,2600m,19
226,15.45177822,2021,2600m,20
226,15.4504655,2021,2600m,21
226,15.44858889,2021,2600m,22
226,15.44599985,2021,2600m,23
227,15.36768074,2021,2600m,12
227,15.36505683,2021,2600m,13
227,15.3631348,2021,2600m,14
227,15.3617147,2021,2600m,15
227,15.36058696,2021,2600m,16
227,15.35954267,2021,2600m,17
227,15.35838457,2021,2600m,18
227,15.35693548,2021,2600m,19
227,15.35504424,2021,2600m,20
227,15.35258686,2021,2600m,21
227,15.34946085,2021,2600m,22
227,15.34558037,2021,2600m,23
228,15.24477888,2021,2600m,12
228,15.24093309,2021,2600m,13
228,15.23887712,2021,2600m,14
228,15.23852672,2021,2600m,15
228,15.2396874,2021,2600m,16
228,15.2420975,2021,2600m,17
228,15.24546512,2021,2600m,18
228,15.24949651,2021,2600m,19
228,15.25391422,2021,2600m,20
228,15.25846744,2021,2600m,21
228,15.26293586,2021,2600m,22
228,15.26712789,2021,2600m,23
229,15.295854,2021,2600m,12
229,15.30231848,2021,2600m,13
229,15.30967318,2021,2600m,14
229,15.31770232,2021,2600m,15
229,15.32616067,2021,2600m,16
229,15.33479337,2021,2600m,17
229,15.34334991,2021,2600m,18
229,15.35159481,2021,2600m,19
229,15.35931324,2021,2600m,20
229,15.36631417,2021,2600m,21
229,15.37243367,2021,2600m,22
229,15.37753769,2021,2600m,23
230,15.35768739,2021,2600m,12
230,15.35472897,2021,2600m,13
230,15.35208072,2021,2600m,14
230,15.34964326,2021,2600m,15
230,15.34728885,2021,2600m,16
230,15.3448756,2021,2600m,17
230,15.34225908,2021,2600m,18
230,15.33930318,2021,2600m,19
230,15.33588669,2021,2600m,20
230,15.33190523,2021,2600m,21
230,15.32727183,2021,2600m,22
230,15.3219173,2021,2600m,23
231,15.2295677,2021,2600m,12
231,15.23068251,2021,2600m,13
231,15.23354975,2021,2600m,14
231,15.2378102,2021,2600m,15
231,15.24305501,2021,2600m,16
231,15.24886733,2021,2600m,17
231,15.25485006,2021,2600m,18
231,15.26064195,2021,2600m,19
231,15.26592452,2021,2600m,20
231,15.27042554,2021,2600m,21
231,15.27391996,2021,2600m,22
231,15.27622422,2021,2600m,23
232,15.2349654,2021,2600m,12
232,15.23882492,2021,2600m,13
232,15.24457268,2021,2600m,14
232,15.25182262,2021,2600m,15
232,15.26013929,2021,2600m,16
232,15.26907931,2021,2600m,17
232,15.2782174,2021,2600m,18
232,15.28716832,2021,2600m,19
232,15.29560361,2021,2600m,20
232,15.30326093,2021,2600m,21
232,15.30994641,2021,2600m,22
232,15.3155279,2021,2600m,23
233,15.32768876,2021,2600m,12
233,15.33334587,2021,2600m,13
233,15.34019633,2021,2600m,14
233,15.34794608,2021,2600m,15
233,15.35624871,2021,2600m,16
233,15.36474131,2021,2600m,17
233,15.37307417,2021,2600m,18
233,15.38093232,2021,2600m,19
233,15.38804766,2021,2600m,20
233,15.39420274,2021,2600m,21
233,15.39922897,2021,2600m,22
233,15.40300102,2021,2600m,23
234,15.37787226,2021,2600m,12
234,15.38308242,2021,2600m,13
234,15.39053309,2021,2600m,14
234,15.39974448,2021,2600m,15
234,15.41015438,2021,2600m,16
234,15.42119229,2021,2600m,17
234,15.432325,2021,2600m,18
234,15.44308013,2021,2600m,19
234,15.4530536,2021,2600m,20
234,15.46190966,2021,2600m,21
234,15.46937748,2021,2600m,22
234,15.47524354,2021,2600m,23
235,15.44129626,2021,2600m,12
235,15.44115149,2021,2600m,13
235,15.44196527,2021,2600m,14
235,15.44343888,2021,2600m,15
235,15.44521619,2021,2600m,16
235,15.44691411,2021,2600m,17
235,15.44815019,2021,2600m,18
235,15.44856421,2021,2600m,19
235,15.44783113,2021,2600m,20
235,15.44566872,2021,2600m,21
235,15.44184099,2021,2600m,22
235,15.43615729,2021,2600m,23
236,15.25672965,2021,2600m,12
236,15.25148637,2021,2600m,13
236,15.24882559,2021,2600m,14
236,15.24837012,2021,2600m,15
236,15.24964175,2021,2600m,16
236,15.25210141,2021,2600m,17
236,15.25519077,2021,2600m,18
236,15.25837029,2021,2600m,19
236,15.26114583,2021,2600m,20
236,15.26308421,2021,2600m,21
236,15.26382013,2021,2600m,22
236,15.26305498,2021,2600m,23
237,15.1378212,2021,2600m,12
237,15.13149555,2021,2600m,13
237,15.12657872,2021,2600m,14
237,15.12275418,2021,2600m,15
237,15.11961906,2021,2600m,16
237,15.11673459,2021,2600m,17
237,15.11366775,2021,2600m,18
237,15.11001862,2021,2600m,19
237,15.10543296,2021,2600m,20
237,15.09960645,2021,2600m,21
237,15.09228516,2021,2600m,22
237,15.083263,2021,2600m,23
238,14.85823387,2021,2600m,12
238,14.84876533,2021,2600m,13
238,14.84192928,2021,2600m,14
238,14.83723101,2021,2600m,15
238,14.83407603,2021,2600m,16
238,14.83184473,2021,2600m,17
238,14.82994277,2021,2600m,18
238,14.8278324,2021,2600m,19
238,14.8250484,2021,2600m,20
238,14.82120653,2021,2600m,21
238,14.81601063,2021,2600m,22
238,14.80925267,2021,2600m,23
239,14.65261924,2021,2600m,12
239,14.65161176,2021,2600m,13
239,14.65311742,2021,2600m,14
239,14.65660233,2021,2600m,15
239,14.66146444,2021,2600m,16
239,14.66709167,2021,2600m,17
239,14.67290357,2021,2600m,18
239,14.67837887,2021,2600m,19
239,14.68307024,2021,2600m,20
239,14.68660893,2021,2600m,21
239,14.6887011,2021,2600m,22
239,14.68911893,2021,2600m,23
240,14.5807682,2021,2600m,12
240,14.57895762,2021,2600m,13
240,14.57963562,2021,2600m,14
240,14.58240598,2021,2600m,15
240,14.58672744,2021,2600m,16
240,14.59199898,2021,2600m,17
240,14.59762703,2021,2600m,18
240,14.60306974,2021,2600m,19
240,14.60786034,2021,2600m,20
240,14.61161501,2021,2600m,21
240,14.61403006,2021,2600m,22
240,14.61487202,2021,2600m,23
241,14.50828811,2021,2600m,12
241,14.50075252,2021,2600m,13
241,14.49403516,2021,2600m,14
241,14.48793697,2021,2600m,15
241,14.48223876,2021,2600m,16
241,14.47672714,2021,2600m,17
241,14.47120837,2021,2600m,18
241,14.46551195,2021,2600m,19
241,14.45949408,2021,2600m,20
241,14.4530283,2021,2600m,21
241,14.44601513,2021,2600m,22
241,14.43837155,2021,2600m,23
242,14.2888814,2021,2600m,12
242,14.27810311,2021,2600m,13
242,14.26815551,2021,2600m,14
242,14.25892619,2021,2600m,15
242,14.25022309,2021,2600m,16
242,14.24181972,2021,2600m,17
242,14.23348769,2021,2600m,18
242,14.2250138,2021,2600m,19
242,14.21620572,2021,2600m,20
242,14.20689432,2021,2600m,21
242,14.19693351,2021,2600m,22
242,14.18619544,2021,2600m,23
243,14.0365657,2021,2600m,12
243,14.04047672,2021,2600m,13
243,14.0476958,2021,2600m,14
243,14.05769236,2021,2600m,15
243,14.06983088,2021,2600m,16
243,14.08344104,2021,2600m,17
243,14.09786897,2021,2600m,18
243,14.11251252,2021,2600m,19
243,14.12684031,2021,2600m,20
243,14.14039955,2021,2600m,21
243,14.15281751,2021,2600m,22
243,14.16379733,2021,2600m,23
244,14.21474501,2021,2600m,12
244,14.22663856,2021,2600m,13
244,14.24066021,2021,2600m,14
244,14.25632406,2021,2600m,15
244,14.27309449,2021,2600m,16
244,14.29043939,2021,2600m,17
244,14.30786264,2021,2600m,18
244,14.3249249,2021,2600m,19
244,14.34125422,2021,2600m,20
244,14.35654603,2021,2600m,21
244,14.37055827,2021,2600m,22
244,14.38310584,2021,2600m,23
245,14.4403482,2021,2600m,12
245,14.44762677,2021,2600m,13
245,14.45613979,2021,2600m,14
245,14.46554228,2021,2600m,15
245,14.47546482,2021,2600m,16
245,14.48554836,2021,2600m,17
245,14.49546507,2021,2600m,18
245,14.50493363,2021,2600m,19
245,14.51372419,2021,2600m,20
245,14.52165566,2021,2600m,21
245,14.52859059,2021,2600m,22
245,14.53442722,2021,2600m,23
246,14.51857717,2021,2600m,12
246,14.51665928,2021,2600m,13
246,14.51546543,2021,2600m,14
246,14.51481884,2021,2600m,15
246,14.51446449,2021,2600m,16
246,14.51411084,2021,2600m,17
246,14.51346131,2021,2600m,18
246,14.51224099,2021,2600m,19
246,14.51022062,2021,2600m,20
246,14.50722876,2021,2600m,21
246,14.50314887,2021,2600m,22
246,14.49790715,2021,2600m,23
247,14.34225088,2021,2600m,12
247,14.32975937,2021,2600m,13
247,14.31821162,2021,2600m,14
247,14.30753398,2021,2600m,15
247,14.29756981,2021,2600m,16
247,14.28812442,2021,2600m,17
247,14.27899392,2021,2600m,18
247,14.26998595,2021,2600m,19
247,14.26092995,2021,2600m,20
247,14.25167803,2021,2600m,21
247,14.24210532,2021,2600m,22
247,14.23210569,2021,2600m,23
248,14.05793804,2021,2600m,12
248,14.04893897,2021,2600m,13
248,14.04209183,2021,2600m,14
248,14.03716113,2021,2600m,15
248,14.03377151,2021,2600m,16
248,14.03148298,2021,2600m,17
248,14.02984173,2021,2600m,18
248,14.02841806,2021,2600m,19
248,14.02682567,2021,2600m,20
248,14.02473405,2021,2600m,21
248,14.02186623,2021,2600m,22
248,14.01799611,2021,2600m,23
249,13.90137243,2021,2600m,12
249,13.89926388,2021,2600m,13
249,13.89936976,2021,2600m,14
249,13.90140266,2021,2600m,15
249,13.90494452,2021,2600m,16
249,13.9095077,2021,2600m,17
249,13.91458032,2021,2600m,18
249,13.91966921,2021,2600m,19
249,13.9243198,2021,2600m,20
249,13.92812375,2021,2600m,21
249,13.93073805,2021,2600m,22
249,13.9318689,2021,2600m,23
250,13.84853881,2021,2600m,12
250,13.85132821,2021,2600m,13
250,13.85717056,2021,2600m,14
250,13.86561097,2021,2600m,15
250,13.87604367,2021,2600m,16
250,13.88780144,2021,2600m,17
250,13.90022255,2021,2600m,18
250,13.91269263,2021,2600m,19
250,13.92466455,2021,2600m,20
250,13.93566499,2021,2600m,21
250,13.9452946,2021,2600m,22
250,13.95322593,2021,2600m,23
251,13.92704671,2021,2600m,12
251,13.93072224,2021,2600m,13
251,13.93649219,2021,2600m,14
251,13.94390569,2021,2600m,15
251,13.95242427,2021,2600m,16
251,13.96148561,2021,2600m,17
251,13.97054819,2021,2600m,18
251,13.97912116,2021,2600m,19
251,13.98677588,2021,2600m,20
251,13.99315588,2021,2600m,21
251,13.99796933,2021,2600m,22
251,14.00098714,2021,2600m,23
252,13.91748068,2021,2600m,12
252,13.91716033,2021,2600m,13
252,13.91907578,2021,2600m,14
252,13.92278573,2021,2600m,15
252,13.92776562,2021,2600m,16
252,13.9334708,2021,2600m,17
252,13.93937559,2021,2600m,18
252,13.94499634,2021,2600m,19
252,13.94990341,2021,2600m,20
252,13.95372571,2021,2600m,21
252,13.95615078,2021,2600m,22
252,13.9569218,2021,2600m,23
253,13.85700292,2021,2600m,12
253,13.8564564,2021,2600m,13
253,13.85806539,2021,2600m,14
253,13.86139231,2021,2600m,15
253,13.86593284,2021,2600m,16
253,13.87116894,2021,2600m,17
253,13.87660643,2021,2600m,18
253,13.8817975,2021,2600m,19
253,13.88635016,2021,2600m,20
253,13.88993083,2021,2600m,21
253,13.8922632,2021,2600m,22
253,13.89312446,2021,2600m,23
254,13.81007467,2021,2600m,12
254,13.80914412,2021,2600m,13
254,13.80989876,2021,2600m,14
254,13.81202244,2021,2600m,15
254,13.81514884,2021,2600m,16
254,13.81889478,2021,2600m,17
254,13.82288453,2021,2600m,18
254,13.82676792,2021,2600m,19
254,13.83023041,2021,2600m,20
254,13.8329973,2021,2600m,21
254,13.83483406,2021,2600m,22
254,13.83554358,2021,2600m,23
255,13.75122253,2021,2600m,12
255,13.74518477,2021,2600m,13
255,13.73991943,2021,2600m,14
255,13.73528973,2021,2600m,15
255,13.73112818,2021,2600m,16
255,13.72725499,2021,2600m,17
255,13.72348955,2021,2600m,18
255,13.71965959,2021,2600m,19
255,13.7156071,2021,2600m,20
255,13.71119214,2021,2600m,21
255,13.7062952,2021,2600m,22
255,13.70081813,2021,2600m,23
256,13.59251114,2021,2600m,12
256,13.58761206,2021,2600m,13
256,13.5837538,2021,2600m,14
256,13.58078296,2021,2600m,15
256,13.57852788,2021,2600m,16
256,13.57681408,2021,2600m,17
256,13.57547258,2021,2600m,18
256,13.57434211,2021,2600m,19
256,13.57326856,2021,2600m,20
256,13.57210827,2021,2600m,21
256,13.57072842,2021,2600m,22
256,13.56900739,2021,2600m,23
257,13.52167408,2021,2600m,12
257,13.52358083,2021,2600m,13
257,13.52683841,2021,2600m,14
257,13.53114993,2021,2600m,15
257,13.53618813,2021,2600m,16
257,13.5416274,2021,2600m,17
257,13.54716459,2021,2600m,18
257,13.55253085,2021,2600m,19
257,13.55748968,2021,2600m,20
257,13.5618388,2021,2600m,21
257,13.56540607,2021,2600m,22
257,13.56805645,2021,2600m,23
258,13.52287412,2021,2600m,12
258,13.51933952,2021,2600m,13
258,13.51641419,2021,2600m,14
258,13.513951,2021,2600m,15
258,13.51177005,2021,2600m,16
258,13.50967808,2021,2600m,17
258,13.50748092,2021,2600m,18
258,13.50498804,2021,2600m,19
258,13.50201714,2021,2600m,20
258,13.49840121,2021,2600m,21
258,13.49399061,2021,2600m,22
258,13.48865343,2021,2600m,23
259,13.37164971,2021,2600m,12
259,13.37302145,2021,2600m,13
259,13.37719033,2021,2600m,14
259,13.38371805,2021,2600m,15
259,13.39211262,2021,2600m,16
259,13.40188582,2021,2600m,17
259,13.41258488,2021,2600m,18
259,13.42379899,2021,2600m,19
259,13.43516443,2021,2600m,20
259,13.44635667,2021,2600m,21
259,13.45707925,2021,2600m,22
259,13.46707451,2021,2600m,23
260,13.5165564,2021,2600m,12
260,13.52264911,2021,2600m,13
260,13.52994968,2021,2600m,14
260,13.53824296,2021,2600m,15
260,13.54724954,2021,2600m,16
260,13.55665092,2021,2600m,17
260,13.56612083,2021,2600m,18
260,13.57534579,2021,2600m,19
260,13.58404031,2021,2600m,20
260,13.59196347,2021,2600m,21
260,13.59891138,2021,2600m,22
260,13.60472334,2021,2600m,23
261,13.59143673,2021,2600m,12
261,13.59267262,2021,2600m,13
261,13.59528586,2021,2600m,14
261,13.59906456,2021,2600m,15
261,13.60371937,2021,2600m,16
261,13.60891635,2021,2600m,17
261,13.6143078,2021,2600m,18
261,13.61955021,2021,2600m,19
261,13.62431427,2021,2600m,20
261,13.62829945,2021,2600m,21
261,13.63123471,2021,2600m,22
261,13.63289355,2021,2600m,23
262,13.54153717,2021,2600m,12
262,13.53348809,2021,2600m,13
262,13.52603273,2021,2600m,14
262,13.51898261,2021,2600m,15
262,13.51209217,2021,2600m,16
262,13.50508425,2021,2600m,17
262,13.49767663,2021,2600m,18
262,13.48958963,2021,2600m,19
262,13.48057468,2021,2600m,20
262,13.47040681,2021,2600m,21
262,13.4588919,2021,2600m,22
262,13.44586444,2021,2600m,23
263,13.17426591,2021,2600m,12
263,13.15884587,2021,2600m,13
263,13.14553541,2021,2600m,14
263,13.13403786,2021,2600m,15
263,13.12395834,2021,2600m,16
263,13.11485931,2021,2600m,17
263,13.10630137,2021,2600m,18
263,13.09786903,2021,2600m,19
263,13.08918228,2021,2600m,20
263,13.07990374,2021,2600m,21
263,13.06973974,2021,2600m,22
263,13.05843888,2021,2600m,23
264,12.8183435,2021,2600m,12
264,12.80513379,2021,2600m,13
264,12.79388236,2021,2600m,14
264,12.78431987,2021,2600m,15
264,12.77613179,2021,2600m,16
264,12.76899864,2021,2600m,17
264,12.76262031,2021,2600m,18
264,12.75672929,2021,2600m,19
264,12.75109293,2021,2600m,20
264,12.74551642,2021,2600m,21
264,12.73983681,2021,2600m,22
264,12.73392128,2021,2600m,23
265,12.62273024,2021,2600m,12
265,12.61678624,2021,2600m,13
265,12.61203248,2021,2600m,14
265,12.6082599,2021,2600m,15
265,12.60518859,2021,2600m,16
265,12.60250968,2021,2600m,17
265,12.59992003,2021,2600m,18
265,12.59713846,2021,2600m,19
265,12.59392258,2021,2600m,20
265,12.59007036,2021,2600m,21
265,12.58541806,2021,2600m,22
265,12.57982871,2021,2600m,23
266,12.45731726,2021,2600m,12
266,12.45577927,2021,2600m,13
266,12.45615999,2021,2600m,14
266,12.45812794,2021,2600m,15
266,12.46131537,2021,2600m,16
266,12.46535569,2021,2600m,17
266,12.46990864,2021,2600m,18
266,12.47467567,2021,2600m,19
266,12.47940527,2021,2600m,20
266,12.48389114,2021,2600m,21
266,12.48796817,2021,2600m,22
266,12.49150438,2021,2600m,23
267,12.50762789,2021,2600m,12
267,12.51689977,2021,2600m,13
267,12.52839447,2021,2600m,14
267,12.5417494,2021,2600m,15
267,12.55651807,2021,2600m,16
267,12.57223332,2021,2600m,17
267,12.58844856,2021,2600m,18
267,12.60476176,2021,2600m,19
267,12.62082835,2021,2600m,20
267,12.63636379,2021,2600m,21
267,12.6511446,2021,2600m,22
267,12.66500195,2021,2600m,23
268,12.76815966,2021,2600m,12
268,12.77846236,2021,2600m,13
268,12.79003105,2021,2600m,14
268,12.80258428,2021,2600m,15
268,12.81577781,2021,2600m,16
268,12.82925406,2021,2600m,17
268,12.84267615,2021,2600m,18
268,12.85574732,2021,2600m,19
268,12.8682159,2021,2600m,20
268,12.87987719,2021,2600m,21
268,12.89056898,2021,2600m,22
268,12.9001661,2021,2600m,23
269,12.9484597,2021,2600m,12
269,12.9559248,2021,2600m,13
269,12.96483733,2021,2600m,14
269,12.97484386,2021,2600m,15
269,12.9855375,2021,2600m,16
269,12.99650744,2021,2600m,17
269,13.00736873,2021,2600m,18
269,13.01777928,2021,2600m,19
269,13.02744438,2021,2600m,20
269,13.0361198,2021,2600m,21
269,13.04360874,2021,2600m,22
269,13.04975855,2021,2600m,23
270,13.03174883,2021,2600m,12
270,13.03207721,2021,2600m,13
270,13.03355887,2021,2600m,14
270,13.03599875,2021,2600m,15
270,13.03914037,2021,2600m,16
270,13.04267514,2021,2600m,17
270,13.04627155,2021,2600m,18
270,13.04959393,2021,2600m,19
270,13.05232268,2021,2600m,20
270,13.05416687,2021,2600m,21
270,13.05486966,2021,2600m,22
270,13.05420906,2021,2600m,23
271,12.94716492,2021,2600m,12
271,12.94549137,2021,2600m,13
271,12.94612425,2021,2600m,14
271,12.94864324,2021,2600m,15
271,12.95253818,2021,2600m,16
271,12.95727599,2021,2600m,17
271,12.9623413,2021,2600m,18
271,12.96725977,2021,2600m,19
271,12.97161306,2021,2600m,20
271,12.9750472,2021,2600m,21
271,12.97728082,2021,2600m,22
271,12.97810252,2021,2600m,23
272,12.88685857,2021,2600m,12
272,12.8831154,2021,2600m,13
272,12.88103305,2021,2600m,14
272,12.88034794,2021,2600m,15
272,12.8806991,2021,2600m,16
272,12.88167997,2021,2600m,17
272,12.88287666,2021,2600m,18
272,12.88389306,2021,2600m,19
272,12.88436521,2021,2600m,20
272,12.88396911,2021,2600m,21
272,12.88242412,2021,2600m,22
272,12.87949402,2021,2600m,23
273,12.73989694,2021,2600m,12
273,12.73663179,2021,2600m,13
273,12.73616201,2021,2600m,14
273,12.73811842,2021,2600m,15
273,12.74202082,2021,2600m,16
273,12.74734308,2021,2600m,17
273,12.75355309,2021,2600m,18
273,12.76013789,2021,2600m,19
273,12.76662145,2021,2600m,20
273,12.77257827,2021,2600m,21
273,12.77764062,2021,2600m,22
273,12.78149668,2021,2600m,23
274,12.72987566,2021,2600m,12
274,12.73362238,2021,2600m,13
274,12.74008022,2021,2600m,14
274,12.74872469,2021,2600m,15
274,12.75894401,2021,2600m,16
274,12.77011525,2021,2600m,17
274,12.78164605,2021,2600m,18
274,12.79299641,2021,2600m,19
274,12.80368867,2021,2600m,20
274,12.81331043,2021,2600m,21
274,12.8215149,2021,2600m,22
274,12.82802189,2021,2600m,23
180,19.00974859,2020,2600m,12
180,19.02473869,2020,2600m,13
180,19.04364934,2020,2600m,14
180,19.06561915,2020,2600m,15
180,19.08973533,2020,2600m,16
180,19.11511897,2020,2600m,17
180,19.14097516,2020,2600m,18
180,19.16661978,2020,2600m,19
180,19.19148674,2020,2600m,20
180,19.21512693,2020,2600m,21
180,19.23720313,2020,2600m,22
180,19.25747544,2020,2600m,23
181,19.41152643,2020,2600m,12
181,19.42863153,2020,2600m,13
181,19.44707858,2020,2600m,14
181,19.4664684,2020,2600m,15
181,19.48638881,2020,2600m,16
181,19.50644536,2020,2600m,17
181,19.52627939,2020,2600m,18
181,19.54557519,2020,2600m,19
181,19.56406047,2020,2600m,20
181,19.58150613,2020,2600m,21
181,19.59772508,2020,2600m,22
181,19.61256848,2020,2600m,23
182,19.67356838,2020,2600m,12
182,19.67159384,2020,2600m,13
182,19.66923008,2020,2600m,14
182,19.66647066,2020,2600m,15
182,19.6632628,2020,2600m,16
182,19.65953111,2020,2600m,17
182,19.6551805,2020,2600m,18
182,19.65011882,2020,2600m,19
182,19.64425258,2020,2600m,20
182,19.63751556,2020,2600m,21
182,19.6298605,2020,2600m,22
182,19.62126043,2020,2600m,23
183,19.50560908,2020,2600m,12
183,19.51140646,2020,2600m,13
183,19.52025138,2020,2600m,14
183,19.53165028,2020,2600m,15
183,19.54499854,2020,2600m,16
183,19.55964655,2020,2600m,17
183,19.5749578,2020,2600m,18
183,19.59035016,2020,2600m,19
183,19.60531498,2020,2600m,20
183,19.61942231,2020,2600m,21
183,19.63231883,2020,2600m,22
183,19.64371932,2020,2600m,23
184,19.67366222,2020,2600m,12
184,19.67630346,2020,2600m,13
184,19.67957895,2020,2600m,14
184,19.68325438,2020,2600m,15
184,19.68706625,2020,2600m,16
184,19.69075621,2020,2600m,17
184,19.69409552,2020,2600m,18
184,19.69689564,2020,2600m,19
184,19.69900751,2020,2600m,20
