Date,Time,10cm_1,15cm_1,20cm_1,30cm_1,40cm_1,50cm_1,60cm_1,70cm_1,10cm_2,15cm_2,20cm_2,30cm_2,40cm_2,50cm_2,60cm_2,70cm_2
2021/8/10,9,7,7.5,7.5,8.5,9,9.5,9,9,7,8,7.5,9.5,11,11,12,12
2021/8/10,9.5,7.5,8,7.5,8.5,9,9.5,9,8.5,7.5,8,7.5,9.5,11,11,12,12
2021/8/10,10,7.5,8,8,8.5,9,9.5,9,9,8,8,8,9.5,11,11,12,11.5
2021/8/10,10.5,8,8,8,8.5,9,9.5,9,8.5,8.5,8.5,8,9.5,10.5,11,12,11.5
2021/8/10,11,8.5,8.5,8,8.5,9,9.5,9,8.5,9,8.5,8.5,9.5,10.5,11,11.5,11.5
2021/8/10,11.5,9.5,9,8,8.5,9,9.5,9,8.5,10.5,9,9,9.5,10.5,11,11.5,11.5
2021/8/10,12,10.5,9.5,8.5,8.5,9,9,9,8.5,12,9,9.5,9.5,10.5,11,11.5,11.5
2021/8/10,12.5,12,10.5,8.5,8.5,9,9,9,8.5,14,10,10.5,9.5,10.5,11,11.5,11.5
2021/8/10,13,13,11,9,8.5,9,9,9,8.5,15,10.5,11.5,10,10.5,11,11.5,11.5
2021/8/10,13.5,14,12,9.5,8.5,9,9,9,8.5,16,11.5,12.5,10,10.5,11,11.5,11.5
2021/8/10,14,15,13,10,8.5,9,9,9,8.5,17,12,13.5,10.5,10.5,10.5,11.5,11.5
2021/8/10,14.5,15.5,13.5,10.5,9,9,9,9,8.5,17.5,12.5,14,11,11,11,11.5,11.5
2021/8/10,15,16.5,14,11,9,9,9,9,8.5,19,13.5,14.5,11,11,11,11.5,11.5
2021/8/10,15.5,17.5,15,11.5,9.5,9,9,9,8.5,19.5,14,15.5,11.5,11,11,11.5,11.5
2021/8/10,16,18,15.5,12,9.5,9,9,9,8.5,20,14.5,16,12,11,11,11.5,11.5
2021/8/10,16.5,19,16,12.5,10,9.5,9,9,8.5,20.5,15,16.5,12.5,11.5,11,11.5,11.5
2021/8/10,17,19.5,17,13,10,9.5,9,8.5,8.5,20,15.5,17,12.5,11.5,11,11.5,11.5
2021/8/10,17.5,19.5,17,13.5,10.5,9.5,9,9,8.5,20,16,17.5,13,11.5,11,11.5,11.5
2021/8/10,18,19.5,17.5,14,10.5,9.5,9,9,8.5,19.5,16,17.5,13.5,12,11,11.5,11.5
2021/8/10,18.5,19.5,17.5,14.5,11,10,9.5,9,8.5,18.5,16,17,13.5,12,11,11.5,11.5
2021/8/10,19,19,17.5,14.5,11,10,9.5,9,8.5,18,16,17,14,12,11.5,11.5,11.5
2021/8/10,19.5,18,17,14.5,11.5,10,9.5,9,8.5,17.5,16,16.5,14,12.5,11.5,11.5,11.5
2021/8/10,20,17.5,17,14.5,11.5,10.5,9.5,9,8.5,16.5,16,16.5,14,12.5,11.5,11.5,11.5
2021/8/10,20.5,16.5,16.5,14.5,12,10.5,9.5,9,8.5,16,15.5,16,14.5,12.5,11.5,12,11.5
2021/8/10,21,16,16,14.5,12,10.5,9.5,9,8.5,15,15.5,15.5,14.5,13,11.5,12,11.5
2021/8/10,21.5,15,15.5,14,12,10.5,9.5,9,8.5,14.5,15,15,14.5,13,12,12,11.5
2021/8/10,22,14.5,15,14,12,11,10,9,8.5,14,15,14.5,14.5,13,12,12,11.5
2021/8/10,22.5,14,14.5,13.5,12,11,10,9,8.5,13.5,14.5,14,14,13,12,12,11.5
2021/8/10,23,13.5,14,13.5,12,11,10,9,8.5,13,14,13.5,14,13,12,12,11.5
2021/8/10,23.5,13,13.5,13,12,11,10,9,8.5,12.5,14,13.5,14,13,12,12,11.5
2021/8/11,0,12.5,13,12.5,12,11,10,9,8.5,12,13.5,13,14,13,12,12,11.5
2021/8/11,0.5,12,12.5,12.5,11.5,11,10,9,8.5,11.5,13,12.5,13.5,13,12.5,12.5,11.5
2021/8/11,1,11.5,12.5,12,11.5,11,10,9,8.5,11.5,13,12.5,13.5,13,12.5,12.5,11.5
2021/8/11,1.5,11.5,12,12,11.5,11,10,9,8.5,11,12.5,12,13.5,13,12.5,12.5,11.5
2021/8/11,2,11,12,12,11.5,11,10,9,8.5,11,12.5,12,13.5,13,12.5,12.5,11.5
2021/8/11,2.5,11,11.5,11.5,11.5,11,10,9,8.5,11,12,11.5,13,13,12.5,12.5,11.5
2021/8/11,3,10.5,11.5,11.5,11,11,10,9,8.5,10.5,12,11.5,13,13,12.5,12.5,11.5
2021/8/11,3.5,10.5,11.5,11,11,11,10,9,8.5,10.5,12,11,13,13,12.5,12.5,11.5
2021/8/11,4,10.5,11,11,11,11,10,9.5,8.5,10,11.5,11,12.5,13,12.5,12.5,11.5
2021/8/11,4.5,10,11,11,11,11,10,9.5,8.5,10,11.5,11,12.5,13,12.5,12.5,11.5
2021/8/11,5,10,10.5,11,11,11,10,9.5,8.5,9.5,11.5,10.5,12.5,13,12.5,12.5,11.5
2021/8/11,5.5,10,10.5,10.5,11,11,10,9.5,8.5,9.5,11,10.5,12.5,12.5,12.5,12.5,12
2021/8/11,6,9.5,10.5,10.5,10.5,10.5,10,9.5,8.5,9.5,11,10.5,12,12.5,12,12.5,12
2021/8/11,6.5,9.5,10,10.5,10.5,10.5,10,9.5,8.5,9,11,10,12,12.5,12,12.5,12
2021/8/11,7,9.5,10,10,10.5,10.5,10,9.5,8.5,9,10.5,10,12,12.5,12,12.5,12
2021/8/11,7.5,9,10,10,10.5,10.5,10,9.5,8.5,9,10.5,10,12,12.5,12,12.5,12
2021/8/11,8,9,9.5,10,10.5,10.5,10,9.5,8.5,8.5,10.5,9.5,11.5,12.5,12,12.5,12
2021/8/11,8.5,9,9.5,10,10,10.5,10,9.5,8.5,9,10,9.5,11.5,12.5,12,12.5,12
2021/8/11,9,9,9.5,9.5,10,10.5,10,9.5,8.5,9,10,9.5,11.5,12.5,12,12.5,12
2021/8/11,9.5,9,9.5,9.5,10,10.5,10,9.5,8.5,9.5,10,9.5,11.5,12,12,12.5,12
2021/8/11,10,9.5,10,9.5,10,10.5,10,9.5,8.5,10,10,10,11.5,12,12,12.5,12
2021/8/11,10.5,10,10,9.5,10,10,10,9.5,8.5,10.5,10,10,11.5,12,12,12.5,12
2021/8/11,11,10.5,10.5,9.5,10,10,10,9.5,9,12,10.5,10.5,11,12,12,12.5,12
2021/8/11,11.5,11.5,11,10,10,10,10,9.5,8.5,13.5,11,11,11,12,12,12.5,12
2021/8/11,12,12.5,11.5,10,10,10,10,9.5,8.5,14.5,11.5,12,11.5,12,11.5,12,12
2021/8/11,12.5,13,12,10.5,10,10,10,9.5,8.5,14,12,12.5,11.5,12,11.5,12,11.5
2021/8/11,13,13,12,10.5,10,10,10,9.5,8.5,14,12,12.5,11.5,12,11.5,12,11.5
2021/8/11,13.5,13,12.5,11,10,10,10,9.5,8.5,14,12.5,13,12,12,11.5,12,11.5
2021/8/11,14,13,12.5,11,10,10,10,9.5,8.5,13.5,12.5,13,12,12,11.5,12,11.5
2021/8/11,14.5,12.5,12.5,11,10,10,10,9,8.5,13.5,12.5,13,12,12,11.5,12,11.5
2021/8/11,15,13,12.5,11,10,10,10,9,8.5,13.5,12.5,13,12,12,11.5,12,11.5
2021/8/11,15.5,13,12.5,11,10.5,10,10,9,8.5,14,12.5,13,12,12,11.5,12,11.5
2021/8/11,16,13.5,12.5,11.5,10.5,10,10,9,8.5,14.5,13,13,12.5,12,11.5,12,11.5
2021/8/11,16.5,13.5,13,11.5,10.5,10,10,9,8.5,14.5,13,13.5,12.5,12,11.5,12,11.5
2021/8/11,17,14,13,11.5,10.5,10,10,9,8.5,14.5,13,13.5,12.5,12,11.5,12,11.5
2021/8/11,17.5,14,13,11.5,10.5,10,10,9,8.5,14.5,13.5,13.5,12.5,12,11.5,12,11.5
2021/8/11,18,13.5,13.5,12,10.5,10,10,9,8.5,14.5,13.5,13.5,12.5,12,11.5,12,11.5
2021/8/11,18.5,13.5,13,12,10.5,10.5,10,9,8.5,14,13.5,13.5,12.5,12.5,11.5,12,11.5
2021/8/11,19,13,13,12,10.5,10.5,10,9,8.5,13.5,13.5,13.5,13,12.5,12,12,11.5
2021/8/11,19.5,12.5,13,12,10.5,10.5,10,9,8.5,13,13,13,13,12.5,12,12,11.5
2021/8/11,20,12,12.5,11.5,11,10.5,10,9,8.5,12.5,13,13,13,12.5,12,12,11.5
2021/8/11,20.5,11.5,12,11.5,11,10.5,10,9,8.5,12,12.5,12.5,13,12.5,12,12,11.5
2021/8/11,21,11.5,12,11.5,11,10.5,10,9,8.5,11.5,12.5,12,13,12.5,12,12,11.5
2021/8/11,21.5,11,11.5,11.5,11,10.5,10,9,8.5,11,12.5,12,12.5,12.5,12,12,11.5
2021/8/11,22,10.5,11.5,11,10.5,10.5,10,9,8.5,11,12,11.5,12.5,12.5,12,12,11.5
2021/8/11,22.5,10.5,11,11,10.5,10.5,10,9,8.5,10.5,12,11.5,12.5,12.5,12,12,11.5
2021/8/11,23,10,11,11,10.5,10.5,10,9,8.5,10.5,11.5,11,12.5,12.5,12,12,11.5
2021/8/11,23.5,10,10.5,10.5,10.5,10.5,10,9,8.5,10,11.5,11,12.5,12.5,12,12,11.5
2021/8/12,0,10,10.5,10.5,10.5,10.5,10,9,8.5,10,11.5,10.5,12,12.5,12,12,11.5
2021/8/12,0.5,9.5,10.5,10.5,10.5,10.5,10,9.5,8.5,9.5,11,10.5,12,12.5,12,12,11.5
2021/8/12,1,9.5,10,10,10.5,10.5,10,9,8.5,9.5,11,10.5,12,12.5,12,12,11.5
2021/8/12,1.5,9,10,10,10,10.5,10,9.5,8.5,9,11,10,12,12.5,12,12,11.5
2021/8/12,2,9,10,10,10,10.5,10,9,8.5,9,10.5,10,12,12.5,12,12,11.5
2021/8/12,2.5,8.5,9.5,10,10,10.5,10,9.5,8.5,8.5,10.5,10,11.5,12,12,12,11.5
2021/8/12,3,8.5,9.5,9.5,10,10,10,9.5,8.5,8.5,10,9.5,11.5,12,12,12,11.5
2021/8/12,3.5,8.5,9,9.5,10,10,10,9,8.5,8,10,9.5,11.5,12,12,12,11.5
2021/8/12,4,8,9,9.5,10,10,10,9,8.5,8,10,9,11.5,12,12,12,11.5
2021/8/12,4.5,8,9,9,9.5,10,10,9,8.5,7.5,9.5,9,11,12,11.5,12,11.5
2021/8/12,5,7.5,8.5,9,9.5,10,10,9,8.5,7.5,9.5,8.5,11,12,11.5,12,11.5
2021/8/12,5.5,7.5,8.5,9,9.5,10,10,9,8.5,7,9.5,8.5,11,12,11.5,12,11.5
2021/8/12,6,7,8,8.5,9.5,10,10,9,8.5,6.5,9,8,11,11.5,11.5,12,11.5
2021/8/12,6.5,6.5,8,8.5,9.5,10,10,9,8.5,6,9,8,10.5,11.5,11.5,12,11.5
2021/8/12,7,6,7.5,8.5,9.5,10,10,9,8.5,5.5,8.5,7.5,10.5,11.5,11.5,12,11.5
2021/8/12,7.5,5.5,7,8,9,9.5,9.5,9,8.5,5,8,7,10.5,11.5,11.5,12,11.5
2021/8/12,8,5.5,7,8,9,9.5,9.5,9,8.5,5,8,7,10,11.5,11.5,12,11.5
2021/8/12,8.5,5.5,6.5,7.5,9,9.5,9.5,9,8.5,5,7.5,6.5,10,11.5,11.5,12,11.5
2021/8/12,9,5.5,6.5,7.5,8.5,9.5,9.5,9,8.5,5,7.5,6.5,10,11,11.5,12,11.5
2021/8/12,9.5,5.5,6.5,7.5,8.5,9.5,9.5,9,8.5,5.5,7.5,6.5,9.5,11,11,12,11.5
2021/8/12,10,5.5,6.5,7,8.5,9.5,9.5,9,8.5,5.5,7.5,6.5,9.5,11,11,12,11.5
2021/8/12,10.5,6,6.5,7,8.5,9.5,9.5,9,8.5,6,7.5,6.5,9.5,11,11,12,11.5
2021/8/12,11,6,7,7,8.5,9,9.5,9,8.5,6.5,7.5,6.5,9,11,11,11.5,11.5
2021/8/12,11.5,7,7,7,8,9,9.5,9,8.5,7,7.5,7,9,10.5,11,11.5,11.5
2021/8/12,12,7,7.5,7,8,9,9.5,9,8.5,7.5,7.5,7.5,9,10.5,11,11.5,11.5
2021/8/12,12.5,7.5,7.5,7.5,8,9,9.5,9,8.5,8,8,7.5,9,10.5,11,11.5,11.5
2021/8/12,13,8.5,8,7.5,8,9,9.5,9,8.5,9,8,8,9,10.5,10.5,11.5,11.5
2021/8/12,13.5,9,8.5,7.5,8,9,9,9,8.5,9.5,8.5,8.5,9,10.5,10.5,11.5,11.5
2021/8/12,14,9.5,9,8,8,9,9,9,8.5,9.5,8.5,9,9,10.5,10.5,11.5,11.5
2021/8/12,14.5,10,9,8,8,9,9,9,8.5,10.5,9,9,9.5,10.5,10.5,11.5,11.5
2021/8/12,15,10.5,9.5,8.5,8,9,9,9,8.5,11.5,9.5,9.5,9.5,10.5,10.5,11.5,11.5
2021/8/12,15.5,11,10.5,8.5,8.5,9,9,9,8.5,12,9.5,10,9.5,10.5,10.5,11.5,11
2021/8/12,16,11,10.5,9,8.5,8.5,9,9,8.5,11.5,10,10.5,9.5,10.5,10.5,11,11
2021/8/12,16.5,11.5,10.5,9,8.5,9,9,8.5,8.5,11.5,10.5,10.5,10,10.5,10.5,11,11
2021/8/12,17,11.5,11,9.5,8.5,9,9,8.5,8.5,12,10.5,11,10,10.5,10.5,11,11
2021/8/12,17.5,12,11,9.5,8.5,9,9,8.5,8.5,12,10.5,11,10,10.5,10.5,11,11
2021/8/12,18,12,11,9.5,9,9,9,8.5,8.5,12,11,11,10.5,10.5,10.5,11,11
2021/8/12,18.5,11.5,11,10,9,9,9,8.5,8.5,11.5,11,11,10.5,10.5,10.5,11,11
2021/8/12,19,11,11,10,9,9,9,8.5,8.5,11,11,11,10.5,10.5,10.5,11,11
2021/8/12,19.5,11,11,10,9,9,9,8.5,8.5,10.5,11,11,10.5,10.5,10.5,11,11
2021/8/12,20,10.5,10.5,10,9,9,9,8.5,8.5,10,10.5,10.5,11,10.5,10.5,11,11
2021/8/12,20.5,10,10.5,10,9,9,9,8.5,8.5,9.5,10.5,10,11,11,10.5,11,11
2021/8/12,21,9.5,10,9.5,9,9,9,8.5,8.5,9,10.5,10,11,11,10.5,11,11
2021/8/12,21.5,9,9.5,9.5,9,9,9,8.5,8.5,8.5,10,9.5,10.5,11,10.5,11,11
2021/8/12,22,8.5,9.5,9.5,9,9,9,8.5,8.5,7.5,9.5,9,10.5,11,10.5,11,11
2021/8/12,22.5,8,9,9,9,9,9,8.5,8.5,7.5,9.5,8.5,10.5,11,10.5,11,11
2021/8/12,23,7.5,8.5,9,9,9,9,8.5,8.5,7,9,8.5,10.5,11,10.5,11,11
2021/8/12,23.5,7,8,8.5,9,9,9,8.5,8.5,6.5,9,8,10.5,11,10.5,11,11
2021/8/13,0,6.5,8,8.5,9,9,9,8.5,8.5,6,8.5,7.5,10,11,10.5,11,11
2021/8/13,0.5,6.5,7.5,8,9,9,9,8.5,8.5,6,8.5,7.5,10,11,10.5,11,11
2021/8/13,1,6,7.5,8,8.5,9,9,8.5,8.5,5.5,8,7,10,10.5,10.5,11,11
2021/8/13,1.5,5.5,7,7.5,8.5,9,9,8.5,8.5,5.5,8,7,9.5,10.5,10.5,11,11
2021/8/13,2,5.5,6.5,7.5,8.5,9,9,8.5,8.5,5,7.5,6.5,9.5,10.5,10.5,11,11
2021/8/13,2.5,5,6.5,7.5,8.5,9,9,8.5,8.5,4.5,7.5,6.5,9.5,10.5,10.5,11,11
2021/8/13,3,5,6.5,7,8,9,9,8.5,8.5,4.5,7,6,9,10.5,10.5,11,11
2021/8/13,3.5,4.5,6,7,8,9,9,8.5,8.5,4,7,6,9,10.5,10.5,11,11
2021/8/13,4,4.5,6,7,8,9,9,8.5,8,4,6.5,5.5,9,10.5,10.5,11,11
2021/8/13,4.5,4.5,5.5,6.5,8,8.5,9,8.5,8,4,6.5,5.5,9,10,10.5,11,11
2021/8/13,5,4,5.5,6.5,8,8.5,9,8.5,8,3.5,6.5,5,8.5,10,10.5,11,11
2021/8/13,5.5,4,5.5,6.5,7.5,8.5,9,8.5,8,3.5,6,5,8.5,10,10,11,11
2021/8/13,6,4,5,6,7.5,8.5,9,8.5,8,3.5,6,5,8.5,10,10,11,11
2021/8/13,6.5,4,5,6,7.5,8.5,8.5,8.5,8,3.5,6,4.5,8,10,10,11,11
2021/8/13,7,3.5,5,6,7.5,8.5,8.5,8.5,8,3,5.5,4.5,8,9.5,10,11,11
2021/8/13,7.5,3.5,5,6,7,8.5,8.5,8.5,8,3,5.5,4.5,8,9.5,10,11,10.5
2021/8/13,8,3.5,5,5.5,7,8,8.5,8.5,8,3,5.5,4.5,8,9.5,10,10.5,10.5
2021/8/13,8.5,3.5,4.5,5.5,7,8,8.5,8.5,8,3.5,5.5,4.5,7.5,9.5,10,10.5,10.5
2021/8/13,9,4,5,5.5,7,8,8.5,8.5,8,4,5.5,4.5,7.5,9.5,10,10.5,10.5
2021/8/13,9.5,4.5,5,5.5,7,8,8.5,8.5,8,5,5.5,5,7.5,9,9.5,10.5,10.5
2021/8/13,10,5.5,5.5,5.5,7,8,8.5,8.5,8,7,5.5,5.5,7.5,9,9.5,10.5,10.5
2021/8/13,10.5,6.5,6,5.5,6.5,8,8.5,8.5,8,9,6,6.5,7.5,9,9.5,10.5,10.5
2021/8/13,11,8,7,6,6.5,8,8.5,8.5,8,10.5,7,7.5,7.5,9,9.5,10.5,10.5
2021/8/13,11.5,9.5,8,6.5,6.5,7.5,8.5,8,8,12.5,7.5,8.5,7.5,9,9.5,10.5,10.5
2021/8/13,12,10.5,9,7,7,7.5,8.5,8,8,14.5,8.5,10,8,9,9.5,10.5,10.5
2021/8/13,12.5,12,10,7.5,7,7.5,8,8,8,16,9.5,11,8,9,9.5,10.5,10.5
2021/8/13,13,13.5,11,8,7,7.5,8,8,8,18,10.5,12.5,8.5,9,9.5,10,10.5
2021/8/13,13.5,15,12,8.5,7.5,7.5,8,8,8,19.5,11.5,14,9,9,9,10,10.5
2021/8/13,14,16.5,13,9.5,7.5,8,8,8,8,21,12.5,15,9.5,9,9.5,10,10.5
2021/8/13,14.5,17.5,14.5,10,8,8,8,8,8,21.5,14,16,10,9.5,9.5,10,10.5
2021/8/13,15,18.5,15,11,8,8,8,8,8,21.5,14.5,17,10.5,9.5,9.5,10,10.5
2021/8/13,15.5,19,16,11.5,8.5,8,8,8,8,21.5,15,17.5,11,9.5,9.5,10,10.5
2021/8/13,16,19.5,16.5,12,9,8,8,8,8,22,15.5,18,11.5,10,9.5,10,10
2021/8/13,16.5,20,17,13,9,8.5,8,8,8,21.5,16,18,12,10,9.5,10,10
2021/8/13,17,20,17.5,13,9.5,8.5,8,8,8,21.5,16.5,18,12.5,10.5,9.5,10,10
2021/8/13,17.5,20,17.5,13.5,10,8.5,8.5,8,8,21,16.5,18,13,10.5,10,10,10
2021/8/13,18,20.5,18,14,10,9,8.5,8,8,20,17,18,13.5,11,10,10.5,10
2021/8/13,18.5,20,18,14.5,10.5,9,8.5,8,8,19.5,17,18,13.5,11,10,10.5,10
2021/8/13,19,20,18,14.5,11,9,8.5,8,8,18.5,16.5,17.5,14,11.5,10,10.5,10
2021/8/13,19.5,19.5,18,15,11,9.5,8.5,8,8,17.5,16.5,17.5,14,11.5,10.5,10.5,10
2021/8/13,20,18.5,17.5,15,11,9.5,8.5,8,8,17,16.5,16.5,14,12,10.5,10.5,10
2021/8/13,20.5,17.5,17,14.5,11.5,10,9,8,8,16,16,16,14,12,10.5,10.5,10.5
2021/8/13,21,16.5,16.5,14.5,11.5,10,9,8,8,15,15.5,15.5,14,12,11,11,10.5
2021/8/13,21.5,15.5,15.5,14,11.5,10,9,8,8,14.5,15,15,14,12.5,11,11,10.5
2021/8/13,22,14.5,15,14,11.5,10,9,8,8,14,15,14.5,14,12.5,11,11,10.5
2021/8/13,22.5,14,14.5,13.5,11.5,10.5,9,8,8,13,14.5,14,14,12.5,11,11,10.5
2021/8/13,23,13.5,14,13,11.5,10.5,9,8.5,8,13,14,13.5,14,12.5,11.5,11,10.5
2021/8/13,23.5,12.5,13.5,13,11.5,10.5,9.5,8.5,8,12.5,13.5,13.5,14,12.5,11.5,11.5,10.5
2021/8/14,0,12,13,12.5,11.5,10.5,9.5,8.5,8,12,13.5,13,13.5,12.5,11.5,11.5,10.5
2021/8/14,0.5,11.5,12.5,12.5,11.5,10.5,9.5,8.5,8,11.5,13,12.5,13.5,12.5,11.5,11.5,10.5
2021/8/14,1,11,12,12,11.5,10.5,9.5,8.5,8,11,12.5,12,13.5,12.5,11.5,11.5,10.5
2021/8/14,1.5,10.5,11.5,11.5,11,10.5,9.5,8.5,8,10.5,12.5,11.5,13,12.5,11.5,11.5,10.5
2021/8/14,2,10,11.5,11.5,11,10.5,9.5,8.5,8,10,12,11.5,13,12.5,11.5,11.5,10.5
2021/8/14,2.5,10,11,11,11,10.5,9.5,8.5,8,9.5,11.5,11,13,12.5,11.5,11.5,10.5
2021/8/14,3,9.5,10.5,11,11,10.5,9.5,8.5,8,9,11.5,10.5,12.5,12.5,11.5,11.5,11
2021/8/14,3.5,9,10,10.5,10.5,10.5,9.5,8.5,8,9,11,10.5,12.5,12.5,11.5,11.5,11
2021/8/14,4,9,10,10.5,10.5,10.5,9.5,8.5,8,8.5,11,10,12,12.5,11.5,11.5,11
2021/8/14,4.5,8.5,9.5,10,10.5,10.5,9.5,8.5,8,8.5,10.5,9.5,12,12.5,11.5,11.5,11
2021/8/14,5,8.5,9.5,10,10.5,10.5,9.5,8.5,8,8,10.5,9.5,12,12.5,11.5,12,11
2021/8/14,5.5,8,9,9.5,10,10,9.5,9,8,8,10,9.5,11.5,12,11.5,12,11
2021/8/14,6,8,9,9.5,10,10,9.5,9,8,8,10,9,11.5,12,11.5,12,11
2021/8/14,6.5,8,9,9.5,10,10,9.5,9,8,7.5,9.5,9,11.5,12,11.5,11.5,11
2021/8/14,7,7.5,8.5,9,10,10,9.5,9,8,7.5,9.5,8.5,11,12,11.5,12,11
2021/8/14,7.5,7.5,8.5,9,9.5,10,9.5,9,8,7,9.5,8.5,11,12,11.5,11.5,11
2021/8/14,8,7.5,8.5,9,9.5,10,9.5,9,8,7,9,8.5,11,11.5,11.5,11.5,11
2021/8/14,8.5,7,8,8.5,9.5,10,9.5,9,8,7.5,9,8,10.5,11.5,11.5,11.5,11
2021/8/14,9,7.5,8,8.5,9.5,9.5,9.5,9,8,8.5,9,8.5,10.5,11.5,11.5,11.5,11
2021/8/14,9.5,8,8.5,8.5,9,9.5,9.5,9,8,9.5,9,8.5,10.5,11.5,11.5,11.5,11
2021/8/14,10,9,9,8.5,9,9.5,9.5,9,8,11,9.5,9.5,10.5,11.5,11,11.5,11
2021/8/14,10.5,10,9.5,8.5,9,9.5,9.5,9,8,13,10,10,10.5,11,11,11.5,11
2021/8/14,11,11,10,9,9,9.5,9.5,9,8.5,15,10.5,11.5,10.5,11,11,11.5,11
2021/8/14,11.5,12.5,11,9.5,9,9.5,9.5,9,8,16,11.5,12.5,10.5,11,11,11.5,11
2021/8/14,12,13.5,12,9.5,9,9.5,9.5,9,8,17.5,12,13.5,11,11,11,11.5,11
2021/8/14,12.5,15,13,10,9,9.5,9.5,8.5,8,19.5,13,14.5,11,11,11,11.5,11
2021/8/14,13,16.5,14,11,9.5,9.5,9.5,8.5,8.5,20,14,15.5,11.5,11,11,11.5,11
2021/8/14,13.5,17,14.5,11.5,9.5,9.5,9.5,8.5,8,21,14.5,16.5,12,11,11,11.5,11
2021/8/14,14,18,15.5,12,9.5,9.5,9.5,8.5,8,21.5,15.5,17,12,11.5,11,11.5,11
2021/8/14,14.5,19,16.5,12.5,10,9.5,9.5,8.5,8.5,22.5,16,18,12.5,11.5,11,11.5,11
2021/8/14,15,20.5,17,13,10,9.5,9.5,8.5,8,23.5,16.5,18.5,13,11.5,11,11.5,11
2021/8/14,15.5,21.5,18,14,10.5,9.5,9.5,8.5,8,24.5,17.5,19.5,13.5,12,11,11.5,11
2021/8/14,16,22,19,14.5,11,10,9.5,8.5,8,24.5,18,20,14,12,11,11.5,11
2021/8/14,16.5,23,19.5,15,11,10,9.5,8.5,8,24.5,18.5,20.5,14.5,12,11,11.5,11
2021/8/14,17,23,20,15.5,11.5,10,9.5,8.5,8,24.5,19,21,15,12.5,11.5,11.5,11
2021/8/14,17.5,23,20.5,16,12,10.5,9.5,8.5,8,24,19.5,21,15,12.5,11.5,11.5,11
2021/8/14,18,23,20.5,16.5,12,10.5,9.5,8.5,8,23,19.5,21,15.5,13,11.5,11.5,11
2021/8/14,18.5,23,20.5,17,12.5,10.5,9.5,8.5,8,22.5,19.5,20.5,16,13,11.5,11.5,11
2021/8/14,19,22.5,20.5,17,12.5,11,9.5,8.5,8,21.5,19.5,20.5,16,13.5,12,11.5,11
2021/8/14,19.5,22,20.5,17,13,11,9.5,9,8,21,19,20,16.5,13.5,12,12,11
2021/8/14,20,21,20,17,13,11,10,9,8,20,19,19.5,16.5,14,12,12,11
2021/8/14,20.5,20,19.5,17,13.5,11.5,10,9,8,19,18.5,19,16.5,14,12.5,12,11
2021/8/14,21,19,19,17,13.5,11.5,10,9,8.5,18,18.5,18.5,16.5,14,12.5,12,11
2021/8/14,21.5,18,18,16.5,13.5,11.5,10,9,8.5,17,18,18,16.5,14.5,12.5,12,11
2021/8/14,22,17,17.5,16,13.5,11.5,10,9,8.5,16.5,17.5,17.5,16.5,14.5,12.5,12.5,11
2021/8/14,22.5,16.5,17,16,13.5,12,10.5,9,8.5,16,17,16.5,16.5,14.5,13,12.5,11
2021/8/14,23,15.5,16,15.5,13.5,12,10.5,9,8.5,15.5,16.5,16,16,14.5,13,12.5,11.5
2021/8/14,23.5,15,15.5,15,13.5,12,10.5,9,8.5,15,16,16,16,14.5,13,12.5,11.5
2021/8/15,0,14.5,15,15,13.5,12,10.5,9,8.5,14.5,16,15.5,16,14.5,13,12.5,11.5
2021/8/15,0.5,14,15,14.5,13.5,12,10.5,9.5,8.5,14,15.5,15,15.5,14.5,13,12.5,11.5
2021/8/15,1,13.5,14.5,14,13,12,10.5,9.5,8.5,13.5,15,14.5,15.5,14.5,13,13,11.5
2021/8/15,1.5,13.5,14,14,13,12,10.5,9.5,8.5,13.5,15,14.5,15.5,14.5,13,13,11.5
2021/8/15,2,13,13.5,13.5,13,12,11,9.5,8.5,13,14.5,14,15,14.5,13,13,11.5
2021/8/15,2.5,12.5,13.5,13.5,13,12,11,9.5,8.5,12.5,14,13.5,15,14.5,13.5,13,11.5
2021/8/15,3,12,13,13,12.5,12,11,9.5,8.5,12.5,14,13.5,15,14.5,13,13,11.5
2021/8/15,3.5,12,13,13,12.5,12,11,9.5,8.5,12,13.5,13,14.5,14.5,13.5,13,11.5
2021/8/15,4,12,12.5,12.5,12.5,12,11,9.5,8.5,12,13.5,13,14.5,14.5,13,13,12
2021/8/15,4.5,11.5,12.5,12.5,12.5,12,11,9.5,8.5,11.5,13,12.5,14.5,14,13,13,12
2021/8/15,5,11.5,12,12,12,12,11,9.5,8.5,11.5,13,12.5,14,14,13,13,12
2021/8/15,5.5,11.5,12,12,12,11.5,11,9.5,8.5,11.5,13,12.5,14,14,13,13,12
2021/8/15,6,11,12,12,12,11.5,11,9.5,8.5,11.5,12.5,12,14,14,13,13,12
2021/8/15,6.5,11,11.5,11.5,12,11.5,11,9.5,8.5,11,12.5,12,13.5,14,13,13,12
2021/8/15,7,11,11.5,11.5,11.5,11.5,11,9.5,9,11,12.5,12,13.5,14,13,13,12
2021/8/15,7.5,11,11.5,11.5,11.5,11.5,11,9.5,9,11,12.5,11.5,13.5,13.5,13,13,12
2021/8/15,8,10.5,11.5,11.5,11.5,11.5,11,9.5,9,10.5,12,11.5,13.5,13.5,13,13,12
